step,loss,train_reward,group_reward_std,clip_fraction,kl_mean,entropy_mean,ratio_max,response_length,gpu_hours,cpu_load_1m,cpu_rss_gb,gpu_memory_allocated_gb,gpu_memory_reserved_gb,gpu_memory_peak_gb
10,-0.0004605792928487,0.0437500029802322,0.0449759513139724,0.0048828125,-0.0001520951336715,6.966603755950928,1.6828227043151855,256.0,0.01422529955705,0.61669921875,0.0019230209290981,6.926150321960449,30.703125,19.93568992614746
11,0.0002635608398122,0.050000000745058,0.0433012694120407,0.00537109375,-0.0006141762132756,6.986751079559326,2.2202184200286865,256.0,0.0156422083245383,0.6474609375,0.0019231401383876,6.817468643188477,30.703125,19.93568992614746
12,5.2386894822120675e-09,0.0562499985098838,0.048325315117836,0.0,0.0,7.033988952636719,1.0,256.0,0.0170364418956968,0.67578125,0.0019231401383876,6.148496627807617,30.703125,20.229678630828857
13,9.895302355289461e-09,0.0687500014901161,0.035825315862894,0.0,0.0,7.0305564403533936,1.0,256.0,0.0185034192932976,0.7021484375,0.0019232593476772,7.592098712921143,23.587890625,21.58953762054444
14,-0.0002760894712992,0.050000000745058,0.0341506339609622,0.009033203125,-0.0017102124984376,7.119468450546265,1.6682831048965454,256.0,0.0198716295427746,0.72607421875,0.0019232593476772,6.894729137420654,26.75,21.58953762054444
15,0.0011563961743377,0.0687500014901161,0.035825315862894,0.005615234375,-0.001084776915377,7.039665460586548,1.6869721412658691,256.0,0.0212630826897091,0.748046875,0.0019232593476772,6.758877277374268,26.75,21.58953762054444
16,0.001158965518698,0.0562499985098838,0.0324759520590305,0.008056640625,0.000847015180625,7.032454013824463,1.4088844060897827,256.0,0.0226513396369086,0.7685546875,0.0019233785569667,6.021702766418457,29.98046875,21.58953762054444
17,0.0002908178576035,0.03125,0.035825315862894,0.0070822248235344,-0.0013878758181817,6.90036153793335,1.7780354022979736,255.9375,0.0240282523632049,0.787109375,0.0019233785569667,6.882232666015625,29.98046875,21.58953762054444
18,0.0007123559189494,0.0562499985098838,0.0449759513139724,0.00537109375,-0.0018125114729627,7.064455509185791,2.0546963214874268,256.0,0.025401251912117,0.80419921875,0.0019233785569667,6.855062961578369,29.98046875,21.58953762054444
19,-0.0015472467057406,0.0562500022351741,0.048325315117836,0.005615234375,-0.0006235955515876,7.076598882675171,1.457513451576233,256.0,0.0267690408229827,0.8203125,0.0019233785569667,6.7373247146606445,29.98046875,21.58953762054444
20,1.5075784176588062e-08,0.0375000014901161,0.0216506347060203,0.0,0.0,7.004643201828003,1.0,256.0,0.028140900267495,0.8349609375,0.0019233785569667,6.157552719116211,29.98046875,21.58953762054444
21,-0.0002106955798808,0.050000000745058,0.050000000745058,0.0070824637077748,0.0004261239082552,6.932397603988648,1.521957278251648,255.9375,0.029509237938457,0.8486328125,0.0019233785569667,6.808812618255615,29.98046875,21.58953762054444
22,0.0014088738826103,0.0687500014901161,0.035825315862894,0.01025390625,-0.0009693522588349,7.037755012512207,1.677670955657959,256.0,0.0308785044484668,0.86083984375,0.0019233785569667,6.935608386993408,29.98046875,21.58953762054444
23,0.0002442598342895,0.0437500029802322,0.0233253166079521,0.0,0.0,7.055129051208496,1.0,255.9375,0.0322493690252304,0.8720703125,0.0019233785569667,7.008062362670898,33.25,21.58953762054444
24,9.595532901585102e-05,0.1062500029802322,0.1248757988214492,0.009521484375,-0.0014451028837356,7.095054626464844,1.8344589471817017,256.0,0.0336140349176194,0.88232421875,0.0019233785569667,5.876794815063477,33.25,21.58953762054444
25,0.0012127281515859,0.0625,0.0466506332159042,0.007080078125,-0.0032990439794957,7.050709247589111,1.4197734594345093,256.0,0.0350436722569995,0.89208984375,0.0019233785569667,6.864650249481201,33.25,21.58953762054444
26,-0.0001949572761077,0.1375000178813934,0.1207531690597534,0.0048828125,-0.0012175991432741,6.949546813964844,1.5251930952072144,256.0,0.0364080183373557,0.90087890625,0.0019234977662563,6.683514595031738,33.25,21.58953762054444
27,6.077587022446096e-05,0.0375000014901161,0.0341506339609622,0.006591796875,-0.0026091842446476,7.031471490859985,1.3649693727493286,256.0,0.0377759595712026,0.9091796875,0.0019234977662563,6.937104225158691,33.25,21.58953762054444
28,0.000339523772709,0.1125000044703483,0.1284665912389755,0.00830078125,0.0003475119010545,6.978479385375977,1.4840680360794067,256.0,0.0391402044561174,0.91650390625,0.0019234977662563,5.9311347007751465,33.25,21.58953762054444
29,-0.0008898153319023,0.0687500014901161,0.035825315862894,0.008544921875,-0.0004703526501543,7.165050506591797,1.5777703523635864,256.0,0.0405496627754635,0.92333984375,0.0019234977662563,6.924243927001953,33.25,21.58953762054444
30,-1.1641532182693479e-10,0.03125,0.035825315862894,0.0,0.0,7.121857643127441,1.0,256.0,0.04193055331707,0.9296875,0.0019234977662563,7.404250144958496,33.25,21.64055013656616
31,-0.0001768986694514,0.0562499985098838,0.048325315117836,0.006103515625,0.0007098701607901,7.121174573898315,1.4754024744033811,256.0,0.0432884155379401,0.935546875,0.0019234977662563,7.168776035308838,33.25,21.64055013656616
32,-0.0006400410202331,0.0562499985098838,0.0108253173530101,0.005126953125,-0.0006048070499673,7.187830448150635,1.556001901626587,256.0,0.0446252196364932,0.94091796875,0.0019234977662563,5.858680725097656,33.25,21.64055013656616
33,2.91038304567337e-09,0.0562499985098838,0.048325315117836,0.0,0.0,7.036329030990601,1.0,256.0,0.0459863067335552,0.94580078125,0.0019234977662563,6.959809303283691,33.25,21.64055013656616
34,1.3387762010097504e-08,0.050000000745058,0.0433012694120407,0.0,0.0,7.015584945678711,1.0,256.0,0.0473397769530614,0.9501953125,0.0019236169755458,6.996037006378174,33.25,21.64055013656616
35,2.9220245778560642e-08,0.0625,0.0433012694120407,0.0,0.0,7.017054319381714,1.0,256.0,0.0487028986215591,0.95458984375,0.0019237361848354,6.9869794845581055,33.25,21.64055013656616
36,0.0,0.050000000745058,0.0341506339609622,0.0,0.0,7.012478828430176,1.0,256.0,0.0500811520549986,0.95849609375,0.0019238553941249,6.492652893066406,33.25,21.775736331939697
37,0.0004367231449577,0.0750000029802322,0.0341506339609622,0.0070822248235344,8.762959623709321e-06,7.026876449584961,1.297360897064209,255.9375,0.051441128121482,0.9619140625,0.0019238553941249,6.9156174659729,33.25,21.775736331939697
38,0.0011967078899033,0.0625,0.0466506332159042,0.0051283843349665,0.0006689272559015,7.033941984176636,1.3389111757278442,255.9375,0.0527953522072898,0.96533203125,0.0019238553941249,6.761651515960693,33.25,21.775736331939697
39,0.0013339201686903,0.0375000014901161,0.0466506332159042,0.0029296875,0.0003209059068467,6.899071216583252,1.288185715675354,256.0,0.0541533741023805,0.96826171875,0.0019238553941249,6.806937217712402,33.25,21.775736331939697
40,-6.0663107433356345e-05,0.0625,0.0466506332159042,0.0090355887077748,-0.0003977254382334,7.169937610626221,1.5324232578277588,255.9375,0.0555397666825188,0.97119140625,0.0019238553941249,6.293404579162598,33.25,21.775736331939697
41,5.820766091346741e-09,0.0437500029802322,0.0358253195881843,0.0,0.0,7.042957782745361,1.0,256.0,0.0569043531020482,0.9736328125,0.0019239746034145,7.0964202880859375,33.25,21.775736331939697
42,0.0005310379783622,0.0625,0.0341506339609622,0.004638671875,-0.0004527578421402,7.022180795669556,1.492726445198059,256.0,0.0582451458772023,0.97607421875,0.0019239746034145,6.806604385375977,33.25,21.775736331939697
43,-0.0004230700433254,0.050000000745058,0.0466506332159042,0.0,0.0,6.896713733673096,1.0,255.9375,0.0596385833289888,0.97802734375,0.0019239746034145,6.9696245193481445,33.25,21.775736331939697
44,0.0002346812398172,0.050000000745058,0.0433012694120407,0.0078125,0.0005881864926777,7.141140460968018,1.4753468036651611,256.0,0.0609788031048244,0.97998046875,0.0019239746034145,5.976417064666748,33.25,21.775736331939697
45,-0.0006823012954555,0.0812500044703483,0.0233253166079521,0.0068376073613762,-0.0002366414119023,7.120122909545898,1.434717059135437,255.9375,0.0623175642225477,0.98193359375,0.0019239746034145,6.883123874664307,33.25,21.775736331939697
46,1.0477378964424132e-08,0.0687500014901161,0.0324759520590305,0.0,0.0,6.9992005825042725,1.0,256.0,0.0636666722430123,0.9833984375,0.0019239746034145,7.0733160972595215,33.25,21.775736331939697
47,1.2631062418222429e-08,0.0687500014901161,0.0324759520590305,0.0,0.0,7.03449010848999,1.0,256.0,0.0650397933191723,0.98486328125,0.001924093812704,7.535209655761719,33.25,22.26054573059082
48,0.0010830591781996,0.0375000014901161,0.0466506332159042,0.005126953125,1.6672565834596753e-05,7.029723644256592,1.3912984132766724,256.0,0.0663978379964828,0.986328125,0.001924093812704,6.211894512176514,33.25,22.26054573059082
49,-0.0005720574408769,0.0687500014901161,0.035825315862894,0.005859375,-0.0009720899397507,6.995029926300049,1.4972859621047974,256.0,0.0677477333943049,0.98779296875,0.001924093812704,6.799711227416992,33.25,22.26054573059082
50,0.0005847222346346,0.050000000745058,0.0466506332159042,0.0078125,-0.0011427632998675,7.070670366287232,1.5379794836044312,256.0,0.0691176694631576,0.9892578125,0.0019242130219936,7.243491172790527,33.25,22.26054573059082
51,0.0013475095038302,0.0625,0.0341506339609622,0.0068359375,-0.0019349266658537,7.077271938323975,1.4186540842056274,256.0,0.0704554206132888,0.990234375,0.0019242130219936,6.872165203094482,33.25,22.26054573059082
52,-0.0011620833538472,0.0812500044703483,0.0108253173530101,0.004150390625,-0.0021572940459009,6.947520732879639,1.4764024019241333,256.0,0.0717982335885365,0.9912109375,0.0019242130219936,5.913021087646484,33.25,22.26054573059082
53,-0.0003077433793805,0.0562499985098838,0.0324759520590305,0.0068371302913874,0.00129883288173,7.119698762893677,2.023728847503662,255.9375,0.073167212208112,0.9921875,0.0019243322312831,7.306280612945557,33.25,22.26054573059082
54,5.2386894822120675e-09,0.0625,0.0466506332159042,0.0,0.0,7.006225109100342,1.0,256.0,0.0745376196834776,0.9931640625,0.0019244514405727,7.469302654266357,33.25,22.26054573059082
55,0.0015816891100257,0.0687500014901161,0.0324759520590305,0.004640222294256,0.0006595421000383,7.138683557510376,1.3812297582626345,255.9375,0.0758987107541826,0.994140625,0.0019244514405727,6.9440107345581055,33.25,22.26054573059082
56,0.0021416568779386,0.0562499985098838,0.048325315117836,0.009765625,-0.0012870430655311,7.056520700454712,1.5461177825927734,256.0,0.0772759418355094,0.99462890625,0.0019244514405727,6.220950603485107,33.25,22.26054573059082
57,0.0009881398291327,0.0562500022351741,0.035825315862894,0.00830078125,0.0014103129869909,7.019687652587891,1.651725172996521,256.0,0.0786494311359193,0.9951171875,0.0019244514405727,7.146815776824951,33.25,22.26054573059082
58,0.0011909555178135,0.0625,0.0466506332159042,0.00537109375,-0.0011679788585752,6.990256786346436,1.489721417427063,256.0,0.0801199251413345,0.99560546875,0.0019244514405727,6.902282238006592,33.25,22.26054573059082
59,-0.0008629438816569,0.0687500014901161,0.0324759520590305,0.007568359375,-0.0040353769436478,6.949907541275024,1.7886850833892822,256.0,0.0815437588426801,0.99609375,0.0019244514405727,6.893226146697998,33.25,22.26054573059082
60,-0.0009466865158174,0.03125,0.0449759513139724,0.004638671875,0.0004611736367223,7.033149242401123,1.3379921913146973,256.0,0.0829613803492652,0.99658203125,0.0019244514405727,5.967360973358154,33.25,22.26054573059082
61,0.0001268176711164,0.0562499985098838,0.035825315862894,0.0046397452242672,-0.0026932643959298,7.091148376464844,1.5071251392364502,255.9375,0.0843034242259131,0.9970703125,0.0019245706498622,6.863691806793213,33.25,22.26054573059082
62,0.0002442839031573,0.0687500014901161,0.0449759513139724,0.0,0.0,5.06436824798584,1.0,255.9375,0.0856574646631876,0.99755859375,0.0019246898591518,6.972372055053711,33.25,22.26054573059082
63,0.0008561735157854,0.1312499940395355,0.1267919093370437,0.0073258886113762,-0.0013905961823184,6.944147348403931,1.4359285831451416,255.9375,0.0870209027661217,0.998046875,0.0019248090684413,6.899918079376221,33.25,22.26054573059082
64,-0.0001416759332641,0.025000000372529,0.0216506347060203,0.0080577139742672,-0.0012411836651153,7.131835460662842,1.7479456663131714,255.9375,0.0884044040573967,0.99853515625,0.0019248090684413,5.9583048820495605,33.25,22.26054573059082
65,7.450580596923828e-09,0.0562500022351741,0.0449759513139724,0.0,0.0,7.068422317504883,1.0,256.0,0.0898049736685223,0.9990234375,0.0019248090684413,6.9768266677856445,33.25,22.26054573059082
66,1.7113052308559418e-08,0.0625,0.0466506332159042,0.0,0.0,7.020620107650757,1.0,256.0,0.0913111814525392,0.99951171875,0.0019248090684413,7.674198150634766,30.3359375,22.78216981887817
67,1.3387762010097504e-09,0.0437500029802322,0.0358253195881843,0.0,0.0,7.011547327041626,1.0,256.0,0.0927470982737011,1.0,0.0019248090684413,6.9768266677856445,30.3359375,22.78216981887817
68,-0.0010334728576708,0.0562500022351741,0.0449759513139724,0.0043966779485344,0.0002095281088259,7.080790758132935,1.6190941333770752,255.875,0.0942300808429718,1.0,0.0019248090684413,5.86773681640625,30.33984375,22.78216981887817
69,-0.0004074012394994,0.0437500029802322,0.048325315117836,0.00732421875,0.0007515644538216,6.937067031860352,1.580298900604248,256.0,0.0956656636794408,1.0,0.0019248090684413,6.894543647766113,30.33984375,22.78216981887817
70,-0.0010663928987924,0.0562499985098838,0.048325315117836,0.0090374988503754,-7.946917321532965e-05,7.116758823394775,1.4513189792633057,255.875,0.0970912144581476,1.0,0.0019249282777309,6.894543647766113,30.33984375,22.78216981887817
71,-0.0015510903504036,0.0750000029802322,0.0341506339609622,0.0080584296956658,-0.0008488117309752,7.041100740432739,2.33452582359314,255.9375,0.0985354960627026,1.0,0.0019250474870204,7.238699436187744,30.33984375,22.78216981887817
72,-0.0007659930270165,0.1125000044703483,0.1232011169195175,0.010498046875,-0.0012355590588413,7.066973209381104,1.568132400512695,256.0,0.0999565334452523,1.0,0.0019250474870204,6.257176876068115,33.80078125,22.78216981887817
73,-0.0012523814802989,0.050000000745058,0.0466506332159042,0.006591796875,0.0003686006966745,5.061341047286987,1.348751187324524,256.0,0.1013925196064843,1.0,0.0019250474870204,6.905992031097412,33.80078125,22.78216981887817
74,0.0011412829917389,0.0687500014901161,0.0449759513139724,0.005859375,8.753855945542455e-05,7.010618686676025,1.4584088325500488,256.0,0.1027565819687313,1.0,0.0019250474870204,6.851653575897217,33.80078125,22.78216981887817
75,0.0009887460619211,0.09375,0.0108253173530101,0.004150390625,0.0005657479632645,7.015074729919434,1.3011797666549685,256.0,0.1041133457422256,1.0,0.0019250474870204,6.815425872802734,33.80078125,22.78216981887817
76,0.0010097563499584,0.0437500029802322,0.0233253166079521,0.0068359375,0.0004292295634513,7.210538387298584,1.4089139699935913,256.0,0.1055115339491102,1.0,0.0019250474870204,5.786226749420166,33.80078125,22.78216981887817
77,0.0002346721594221,0.0375000014901161,0.0341506339609622,0.00537109375,0.0002591946395114,6.98656177520752,1.3741073608398438,256.0,0.1068682915634579,1.0,0.0019250474870204,6.776686191558838,33.80078125,22.78216981887817
78,-0.0011014605988748,0.0437500029802322,0.0449759513139724,0.008056640625,-0.0023256329004652,4.831210136413574,1.7978914976119995,256.0,0.1082262584235933,1.0,0.00192516669631,6.758572101593018,33.80078125,22.78216981887817
79,-0.0013527707196772,0.0625,0.0433012694120407,0.00634765625,-0.0007882164791226,7.020581483840942,1.405168890953064,256.0,0.1095763901207182,1.0,0.00192516669631,6.731401920318604,33.80078125,22.78216981887817
80,7.508788257837296e-09,0.0687500014901161,0.035825315862894,0.0,0.0,7.151290416717529,1.0,256.0,0.1109389866722954,1.0,0.00192516669631,6.0398149490356445,33.80078125,22.78216981887817
81,0.0001458225306123,0.0687500014901161,0.0449759513139724,0.005859375,0.0014590169594157,7.063948631286621,1.3644962310791016,256.0,0.1123081849018732,1.0,0.00192516669631,7.133026123046875,33.80078125,22.78216981887817
82,1.862645149230957e-09,0.0562499985098838,0.048325315117836,0.0,0.0,7.0769219398498535,1.0,256.0,0.1136760515636867,1.0,0.00192516669631,7.060572147369385,33.80078125,22.78216981887817
83,5.471520125865936e-09,0.0562499985098838,0.0449759513139724,0.0,0.0,7.051302433013916,1.0,256.0,0.1150622086392508,1.0,0.00192516669631,7.368501663208008,33.80078125,22.78216981887817
84,0.0003215578326489,0.050000000745058,0.0341506339609622,0.006591796875,0.0023161049175541,7.093138217926025,1.6561436653137207,256.0,0.1164614707893795,1.0,0.00192516669631,6.230006694793701,33.80078125,22.78216981887817
85,-0.0010106605477631,0.0750000029802322,0.0341506339609622,0.005859375,0.0016581041272729,7.221497535705566,1.341172218322754,256.0,0.1178818896743986,1.0,0.0019254051148891,7.306963443756103,33.80078125,22.78216981887817
86,0.0004068868583999,0.0750000029802322,0.0341506339609622,0.00732421875,0.0011432237224653,7.087819576263428,1.367742896080017,256.0,0.1193716118733088,1.0,0.0019254051148891,7.316019535064697,33.80078125,22.78216981887817
87,0.0001410248223692,0.0625,0.0341506339609622,0.0,0.0,7.032705068588257,1.0,255.9375,0.120828913781378,1.0,0.0019254051148891,7.488097667694092,33.80078125,22.78216981887817
88,3.0850060284137726e-09,0.0625,0.0466506332159042,0.0,0.0,7.036344051361084,1.0,256.0,0.1222332379553053,1.0,0.0019254051148891,6.474538803100586,33.80078125,22.78216981887817
89,0.0013709210907109,0.0625,0.0433012694120407,0.00390625,0.0015045352920424,7.009958982467651,1.7850456237792969,256.0,0.1236191283331977,1.0,0.0019254051148891,6.896246433258057,33.80078125,22.78216981887817
90,9.604264050722122e-09,0.0625,0.0466506332159042,0.0,0.0,6.998173236846924,1.0,256.0,0.125020621617635,1.0,0.0019254051148891,6.977756500244141,33.80078125,22.78216981887817
91,1.5657860785722733e-08,0.050000000745058,0.0341506339609622,0.0,0.0,6.967325210571289,1.0,256.0,0.1263939960797628,1.0,0.0019254051148891,7.02304220199585,33.80078125,22.78216981887817
92,-0.0010838527523446,0.0625,0.0433012694120407,0.00537109375,-0.0006771169719286,7.00128984451294,1.341073513031006,256.0,0.1278534299797482,1.0,0.0019254051148891,5.94019079208374,33.80078125,22.78216981887817
93,-0.000582194654271,0.0750000029802322,0.0341506339609622,0.005126953125,-0.0022393272956833,7.013233661651611,1.3831040859222412,256.0,0.1292457556062274,1.0,0.0019255243241786,6.889772415161133,33.80078125,22.78216981887817
94,1.920852810144424e-09,0.0812500044703483,0.0233253166079521,0.0,0.0,7.026879549026489,1.0,255.9375,0.1306325789954927,1.0,0.0019255243241786,7.052792549133301,33.80078125,22.78216981887817
95,-0.0002821771195158,0.0375000014901161,0.0341506339609622,0.0,0.0,6.9583234786987305,1.0,255.875,0.1320053652922312,1.0,0.0019255243241786,7.016566276550293,33.80078125,22.78216981887817
96,-3.958120942115784e-09,0.09375,0.139291912317276,0.0,0.0,6.988566160202026,1.0,256.0,0.1333823697434531,1.0,0.0019255243241786,6.094156742095947,33.80078125,22.78216981887817
97,6.548361852765083e-09,0.050000000745058,0.0466506332159042,0.0,0.0,7.080301284790039,1.0,256.0,0.1347650190856721,1.0,0.0019255243241786,6.968806266784668,33.80078125,22.78216981887817
98,0.0,0.0437500029802322,0.0324759520590305,0.0,0.0,6.943277835845947,1.0,256.0,0.1361439989672767,1.0,0.0019255243241786,7.041260242462158,33.80078125,22.78216981887817
99,-0.0006209294078871,0.0375000014901161,0.0341506339609622,0.0063487295992672,5.739880725741386e-05,6.868364572525024,1.476712346076965,255.9375,0.1375257590081956,1.0,0.0019255243241786,7.158998012542725,33.80078125,22.78216981887817
100,0.00029374726000241935,0.0625,0.046650633215904236,0.00781381200067699,0.00010826296056620777,7.0584588050842285,1.6147549152374268,255.9375,0.13891935030619304,1.0,0.0019255243241786957,6.320574760437012,37.32421875,22.782169818878174
